及时	及時	jíshí	timely; in time; promptly; without delay	4
迷路	迷路	mílù	to get lost	4
棵	棵	kē	(mw for plants)	4
理想	理想	lǐxiǎng	ideal	4
工资	工資	gōngzī	wages; pay; earnings; salary	4
散步	散步	sàn bù	to go for a walk	4
只好	隻好	zhǐhǎo	have to; be forced to	4
感动	感動	gǎndòng	be moved; to touch emotionally	4
知识	知識	zhīshi	knowledge; intellectual	4
难受	難受	nánshòu	feel unwell; to suffer pain	4
奖金	獎金	jiǎngjīn	bonus	4
幽默	幽默	yōumò	humorous	4
孙子	孫子	sūnzi	grandson; son's son	4
汗	汗	hàn, hán	sweat; perspiration; Khan	4
收入	收入	shōurù	take in; income; revenue	4
酸	酸	suān	sour; sore; ache	4
公里	公裡	gōnglǐ	kilometer	4
害羞	害羞	hài xiū	blush; shy	4
基础	基礎	jīchǔ	base; foundation	4
准时	准時	zhǔnshí	punctually; on time	4
积极	積極	jījí	active; positive; energetic	4
富	富	fù	wealthy	4
力气	力氣	lìqi	physical strength; effort	4
入口	入口	rùkǒu	entrance	4
袜子	襪子	wàzi	socks; stockings	4
烦恼	煩惱	fánnǎo	worried; vexed	4
举办	舉辦	jǔbàn	to conduct; to hold	4
修理	修理	xiūlǐ	to repair; perform maintenance; to overhaul	4
减少	減少	jiǎnshǎo	reduce; to decrease	4
亲戚	親戚	qīnqi	a relative (i.e. family relation)	4
参观	參觀	cānguān	to visit (a place, such as a tourist spot); inspect	4
丰富	豐富	fēngfù	rich; enrich; abundant; plentiful	4
果汁	果汁	guǒzhī	fruit juice	4
毛巾	毛巾	máojīn	towel; washcloth	4
作者	作者	zuòzhě	author; writer	4
海洋	海洋	hǎiyáng	ocean	4
批评	批評	pīpíng	criticize	4
排队	排隊	pái duì	queue; stand in line	4
例如	例如	lìrú	for example; for instance	4
植物	植物	zhíwù	plant; botanical; vegetation	4
穷	窮	qióng	poor; exhausted	4
家具	家具	jiājù	furniture	4
盐	鹽	yán	salt	4
温度	溫度	wēndù	temperature	4
数量	數量	shùliàng	amount; quantity; number	4
逛	逛	guàng	to stroll; to visit; go window shopping	4
厚	厚	hòu	thick (for flat things); generous	4
亚洲	亞洲	Yàzhōu	Asia	4
来不及	來不及	lái bu jí	there's not enough time (to do something); it's too late	4
师傅	師傅	shīfu	master; qualified worker; teacher	4
污染	污染	wūrǎn	pollution; contamination	4
来得及	來得及	lái de jí	there's still time	4
减肥	減肥	jiǎnféi	go on a diet; lose weight	4
客厅	客廳	kètīng	living room; parlor	4
缺少	缺少	quēshǎo	to lack; be short of; be deficient in	4
老虎	老虎	lǎohǔ	tiger	4
降低	降低	jiàngdī	reduce; to lower; to drop	4
云	雲	yún	cloud; Yunnan province | say; speak	4
质量	質量	zhìliàng	quality; mass (physics)	4
学期	學期	xuéqī	semester; school term	4
卫生间	衛生間	wèishēngjiān	restroom; bathroom; water closet (WC)	4
网球	網球	wǎngqiú	tennis; tennis ball	4
其次	其次	qícì	next; secondly	4
打招呼	打招呼	dǎzhāohu	notify; greet; inform	4
表格	表格	biǎogé	form (document)	4
阅读	閱讀	yuèdú	read; reading	4
信封	信封	xìnfēng	envelope	4
顺序	順序	shùnxù	sequence; order	4
放暑假	放暑假	fàng shǔjià	have summer vacation	4
乘坐	乘坐	chéngzuò	ride; get into (a vehicle)	4
重视	重視	zhòngshì	to value; take seriously	4
推迟	推遲	tuīchí	postpone; defer	4
缺点	缺點	quēdiǎn	weak point; defect; fault; shortcoming	4
加油站	加油站	jiāyóuzhàn	gas station	4
首都	首都	shǒudū	capital (city)	4
羡慕	羨慕	xiànmù	to envy; admire	4
零钱	零錢	língqián	small change (of money)	4
暖和	暖和	nuǎnhuo	warm; nice and warm	4
懒	懶	lǎn	lazy	4
出差	出差	chū chāi	go on a business trip	4
民族	民族	mínzú	nationality; ethnic group	4
传真	傳真	chuánzhēn	fax; facsimile	4
优点	優點	yōudiǎn	merit; good point; a strength; a benefit	4
垃圾桶	垃圾桶	lājītǒng	garbage can	4
加班	加班	jiā bān	work overtime	4
房东	房東	fángdōng	landlord	4
按时	按時	ànshí	on time; on schedule	4
葡萄	葡萄	pútao	grape	4
往往	往往	wǎngwǎng	often; frequently; more often than not	4
高速公路	高速公路	gāosù gōnglù	highway	4
得意	得意	déyì	proud of oneself; complacent	4
特点	特點	tèdiǎn	a characteristic; trait; feature	4
合格	合格	hégé	qualified; up to standard	4
性别	性別	xìngbié	gender; sex; sexual distinction	4
报名	報名	bào míng	sign up; apply	4
互联网	互聯網	Hùliánwǎng	Internet	4
景色	景色	jǐngsè	scenery; landscape; scene; view	4
大使馆	大使館	dàshǐguǎn	embassy	4
总结	總結	zǒngjié	summarize; conclude	4
热闹	熱鬧	rènao	bustling; lively; busy	4
郊区	郊區	jiāoqū	suburbs; outskirts	4
咳嗽	咳嗽	késou	to cough	4
签证	簽証	qiānzhèng	visa	4
咸	咸	xián	salty; salted; all	4
打印	打印	dǎyìn	to print	4
活泼	活潑	huópo	lively; vivacious	4
邮局	郵局	yóujú	post office	4
牙膏	牙膏	yágāo	toothpaste	4
气候	氣候	qìhòu	climate; atmosphere; weather	4
勺子	勺子	sháozi	spoon; scoop; ladle	4
付款	付款	fù kuǎn	to pay	4
理发	理發	lǐfà	a barber, hairdressing; haircut	4
复印	復印	fùyìn	photocopy; duplicate	4
词语	詞語	cíyǔ	words and expressions; terms	4
表扬	表揚	biǎoyáng	to praise; commend	4
打针	打針	dǎzhēn	inject; get a shot	4
普遍	普遍	pǔbiàn	common; universal; general; widespread	4
堵车	堵車	dǔchē	traffic jam	4
叶子	葉子	yèzi	leaves	4
打折	打折	dǎzhé	sell at a discount	4
排列	排列	páiliè	arrange; align; permutation	4
凉快	涼快	liángkuai	nice and cool; pleasantly cool	4
塑料袋	塑料袋	sùliàodài	plastic bag	4
导游	導游	dǎoyóu	tour guide	4
小吃	小吃	xiǎochī	snack; refreshments	4
西红柿	西紅柿	xīhóngshì	tomato	4
招聘	招聘	zhāopìn	recruitment; take job applications for a job	4
节约	節約	jiéyuē	frugal; to save	4
硕士	碩士	shuòshì	Master's degree (M.A.)	4
乒乓球	乒乓球	pīngpāngqiú	ping pong; table tennis	4
积累	積累	jīlěi	accumulate; accumulation	4
橡皮	橡皮	xiàngpí	rubber; an eraser	4
应聘	應聘	yìngpìn	accept a job offer; to apply for a job	4
矿泉水	礦泉水	kuàngquánshuǐ	mineral water	4
长城	長城	chángchéng	the Great Wall	4
语法	語法	yǔfǎ	grammar	4
礼拜天	禮拜天	lǐbàitiān	Sunday	4
饺子	餃子	jiǎozi	dumpling; potsticker	4
国籍	國籍	guójí	nationality	4
售货员	售貨員	shòuhuòyuán	salesclerk; shop assistant	4
翻译	翻譯	fānyì	translate; translation; interpret	4
流利	流利	liúlì	fluent	4
粗心	粗心	cūxīn	careless; inadvertent; negligent	4
养成	養成	yǎngchéng	cultivate; acquire; to form	4
马虎	馬虎	mǎhu	careless; sloppy; casual	4
百分之	百分之	bǎifēnzhī	percent	4
普通话	普通話	pǔtōnghuà	Mandarin (common language)	4
登机牌	登機牌	dēngjīpái	boarding pass	4
占线	佔線	zhànxiàn	the (phone) line is busy	4
包子	包子	bāozi	steamed stuffed bun	4
羽毛球	羽毛球	yǔmáoqiú	badminton	4
烤鸭	烤鴨	kǎoyā	roast duck	4
寒假	寒假	hánjià	winter vacation	4
长江	長江	Chángjiāng	the Yangtze River; the Changjiang River	4
预习	預習	yùxí	(of students) prepare a lesson before class; preview	4
填空	填空	tiánkòng	fill in the blanks; fill a vacancy	4
京剧	京劇	jīngjù	Beijing Opera	4
嗯	嗯	ēn, én, ěn, èn, en	groaning sound | (interjection expressing what?, huh? hmm? why? ok, etc.)	5
杀	殺	shā	to kill; to murder	5
所	所	suǒ	place; that which; (mw for houses, buildings)	5
正	正	zhèng, zhēng	straight; currently; correct; just (right); pure; precisely | first lunar month	5
搞	搞	gǎo	do; make; be engaged in	5
亲爱	親愛	qīn'ài	beloved; Dear ... (a way of starting a letter lovers, intimate friends or close relatives)	5
宝贝	寶貝	bǎobèi	treasure; precious things; darling; baby	5
枪	槍	qiāng	gun; spear	5
如何	如何	rúhé	how; what; what way	5
女士	女士	nǚshì	lady; madam	5
根	根	gēn	root; base; (mw for long, slender objects)	5
根本	根本	gēnběn	root; essence; fundamental; basic; (not) at all; simply	5
确定	確定	quèdìng	definite; certain; fixed; determine	5
兄弟	兄弟	xiōngdì	brothers; younger brother; brethren	5
抓	抓	zhuā	to carry in your hand holding strongly; catch; arrest	5
或许	或許	huòxǔ	perhaps; maybe	5
救	救	jiù	to save (life); to assist; to rescue	5
唯一	唯一	wéiyī	only; sole	5
表现	表現	biǎoxiàn	to show; to show off; display; performance	5
拍	拍	pāi	to clap; to pat; to shoot (pictures, a film); send (a telegram)	5
呆	呆	dāi	stupid; foolish; blank; dumbstruck; to stay	5
绝对	絕對	juéduì	absolute; definite	5
整个	整個	zhěnggè	whole; entire; total	5
处理	處理	chǔlǐ	deal with; to process; sell at a discount; to treat (by a special process)	5
行动	行動	xíngdòng	to move; get around; action	5
失去	失去	shīqù	to lose (time, an opportunity, work, etc.)	5
派	派	pài	dispatch; (mw for political groups; schools of thought; etc.)	5
靠	靠	kào	depend on; lean on; near; to trust	5
作为	作為	zuòwéi	regard as; act as; action; deed	5
曾经	曾經	céngjīng	once; (refers to something that happened previously)	5
总统	總統	zǒngtǒng	president (of a country)	5
伤害	傷害	shānghài	injure; to harm; wound	5
控制	控制	kòngzhì	to control	5
首	首	shǒu	head; chief; first; (mw for poems and songs) (Kangxi radical 185)	5
偷	偷	tōu	steal; pilfer	5
哈	哈	hā	exhale; sip; (sound of laughter)	5
糟糕	糟糕	zāogāo	terrible; too bad; how terrible; what bad luck; what a mess	5
保持	保持	bǎochí	to keep; maintain; to hold	5
证据	証據	zhèngjù	evidence; proof; testimony	5
事实	事實	shìshí	fact; in fact	5
家庭	家庭	jiātíng	family; household	5
装	裝	zhuāng	to load; dress up; pretend; clothing; to install	5
秘密	秘密	mìmì	a secret; confidential	5
直	直	zhí	straight; vertical; frank; directly; continuously	5
简直	簡直	jiǎnzhí	simply; at all	5
的确	的確	díquè	really; indeed	5
血	血	xuè, xiě	blood (Kangxi radical 143)	5
方	方	fāng	square; direction; side (Kangxi radical 70)	5
方式	方式	fāngshì	way; style; fashion; manner	5
瞧	瞧	qiáo	look at; see (colloquial)	5
疯狂	瘋狂	fēngkuáng	crazy; madness; wild; extreme popularity; insane; frenzied; unbridled	5
片	片	piàn, piān	(mw for pieces of things); a slice; a flake (Kangxi radical 91) | film; photo	5
记录	記錄	jìlù	to record; take notes	5
太太	太太	tàitai	wife; married woman; Madame; Mrs.	5
非	非	fēi	non-; un-; not be; wrongdoing; simply must (Kangxi radical 175)	5
除非	除非	chúfēi	only if; unless	5
傻	傻	shǎ	foolish; fool	5
阻止	阻止	zǔzhǐ	prevent; to block	5
想象	想象	xiǎngxiàng	imagine; visualize	5
完美	完美	wánměi	perfect	5
克	克	kè	gram; overcome; restrain	5
目标	目標	mùbiāo	target; goal; objective	5
精神	精神	jīngshen	vigor; spirit; mind	5
碰	碰	pèng	to touch; to bump; to encounter	5
系	系	xì, jì	be; relate to; system; fasten; department; faculty; connect | to tie	5
系统	系統	xìtǒng	system	5
滚	滾	gǔn	to roll; get lost; to boil	5
报告	報告	bàogào	to report; make known; inform; speech; lecture	5
人类	人類	rénlèi	humanity; human race; mankind	5
冲	沖	chōng, chòng	to rush; to clash; to rinse; thoroughfare | vigorously; bluntly; pungent; toward	5
自由	自由	zìyóu	freedom; free; liberty	5
套	套	tào	cover; (mw for sets of things); tie together	5
姑娘	姑娘	gūniang	young woman; girl	5
手术	手術	shǒushù	surgery; operation	5
必要	必要	bìyào	necessary; essential; indispensable	5
痛苦	痛苦	tòngkǔ	pain; suffering; agony	5
存在	存在	cúnzài	to exist; to be	5
组	組	zǔ	compose; team up; group	5
以及	以及	yǐjí	as well as; too; (formal) and	5
个人	個人	gèrén	individual; personal; oneself	5
代表	代表	dàibiǎo	represent; to delegate	5
意义	意義	yìyì	meaning; significance	5
承认	承認	chéngrèn	to admit; concede; acknowledge	5
理由	理由	lǐyóu	a reason; grounds; argument	5
显然	顯然	xiǎnrán	clear; evidently; obviously	5
政府	政府	zhèngfǔ	government	5
幸运	幸運	xìngyùn	luck; fortune	5
信任	信任	xìnrèn	to trust; have confidence in	5
未来	未來	wèilái	future	5
吓	嚇	xià, hè	frighten; to scare; intimidate	5
治疗	治療	zhìliáo	to treat; to cure; medical treatment	5
行为	行為	xíngwéi	action; behavior; conduct	5
婚礼	婚禮	hūnlǐ	wedding ceremony	5
组织	組織	zǔzhī	organize; organization	5
老板	老板	lǎobǎn	boss; proprietor; shopkeeper	5
合作	合作	hézuò	cooperate; collaborate; work together	5
支	支	zhī	branch; support; put up; (mw for long; narrow objects) (Kangxi radical 65)	5
老婆	老婆	lǎopó	(informal) wife	5
可怕	可怕	kěpà	terrible; awful; frightful; scary	5
中心	中心	zhōngxīn	center; heart; core	5
明显	明顯	míngxiǎn	clear; obvious	5
消失	消失	xiāoshī	disappear; fade away; dissolve	5
位置	位置	wèizhi	position; place; seat	5
答应	答應	dāying	to respond; to promise; to answer; agree	5
撞	撞	zhuàng	to hit; collide; run into	5
似乎	似乎	sìhū	it seems; as if; seemingly	5
力量	力量	lìliang	power; force; strength	5
命令	命令	mìnglìng	an order; a command	5
威胁	威脅	wēixié	threaten; to menace	5
日子	日子	rìzi	days; date; time; life	5
享受	享受	xiǎngshòu	enjoy	5
战争	戰爭	zhànzhēng	war; conflict	5
恭喜	恭喜	gōngxǐ	congratulate	5
利用	利用	lìyòng	to use; to make use of; to exploit	5
恨	恨	hèn	to hate	5
训练	訓練	xùnliàn	to train; to drill; to exercise; training	5
酒吧	酒吧	jiǔbā	bar	5
身份	身份	shēnfèn	identity; status; dignity	5
模特	模特	mótè	(fashion) model	5
一旦	一旦	yídàn	in case (something happens); once (sth. has happened ... then); in one day	5
追	追	zhuī	pursue; chase	5
群	群	qún	crowd; group; (mw for groups, flocks, or swarms)	5
面对	面對	miànduì	to face; confront	5
居然	居然	jūrán	unexpectedly; to one's surprise; go so far as to	5
雷	雷	léi	thunder	5
真实	真實	zhēnshí	true; real; authentic	5
人生	人生	rénshēng	human life	5
受伤	受傷	shòu shāng	sustain injuries (in an accident, etc.); be injured	5
夜	夜	yè	night; darkness	5
属于	屬於	shǔyú	belong to; be part of	5
出色	出色	chūsè	remarkable; outstanding; excellent	5
目前	目前	mùqián	at present; now; for the moment	5
锁	鎖	suǒ	lock	5
梦想	夢想	mèngxiǎng	dream of; wishful thinking	5
人员	人員	rényuán	staff; crew; personnel	5
英雄	英雄	yīngxióng	hero	5
感受	感受	gǎnshòu	feel; experience; emotion; impression	5
吻	吻	wěn	kiss; lips	5
逃	逃	táo	to escape; run away; flee	5
数	數	shù, shǔ, shuò	number | to count; to rank | frequently; repeatedly	5
公寓	公寓	gōngyù	apartment building	5
文件	文件	wénjiàn	document; file	5
寻找	尋找	xúnzhǎo	seek; look for; quest	5
烂	爛	làn	overcooked; rotten; soft; mushy	5
不然	不然	bùrán	otherwise; not so	5
欠	欠	qiàn	yawn; to lack; owe (Kangxi radical 76)	5
反应	反應	fǎnyìng	react; respond; reply	5
意外	意外	yìwài	unexpected; accident; mishap	5
食物	食物	shíwù	food	5
遗憾	遺憾	yíhàn	regret; pity; sorry	5
反正	反正	fǎnzhèng	anyway	5
设计	設計	shèjì	plan; design	5
醉	醉	zuì	intoxicated; become drunk	5
私人	私人	sīrén	private (citizen); personal; individual	5
某	某	mǒu	a certain; some	5
伟大	偉大	wěidà	great; mighty; large	5
臭	臭	chòu, xiù	stench; stink | scent; odor	5
自从	自從	zìcóng	since; ever since	5
签	簽	qiān	bamboo used for drawing lots; toothpick; to sign (one's name)	5
颗	顆	kē	(mw for hearts and small, round things like seeds, grains, beans, etc.)	5
朝	朝	cháo, zhāo	to face; towards; dynasty | morning; day	5
呼吸	呼吸	hūxī	breathe	5
明星	明星	míngxīng	(movie, etc.) star; celebrity	5
超级	超級	chāojí	super; transcending; high grade	5
破坏	破壞	pòhuài	destroy; destruction; to wreck; to break	5
角色	角色	juésè	role; part	5
顿	頓	dùn	pause; arrange; stamp feet; suddenly; (mw for meals)	5
便	便	biàn, pián	plain; convenient; excretion; formal equivalent to 就 | cheap	5
包括	包括	bāokuò	comprise; include; consist of	5
时刻	時刻	shíkè	moment; constantly	5
相当	相當	xiāngdāng	equivalent to; appropriate; considerably; quite	5
闻	聞	wén	hear; to smell; news; reputation	5
平	平	píng	flat; level; equal; ordinary	5
公平	公平	gōngpíng	fair; impartial; just	5
堆	堆	duī	pile; heap; stack; crowd	5
俱乐部	俱樂部	jùlèbù	club (group or organization)	5
通常	通常	tōngcháng	regular; usual; normal; ordinary	5
咬	咬	yǎo	to bite; to nip	5
造成	造成	zàochéng	to cause; make; bring out	5
信号	信號	xìnhào	signal	5
充满	充滿	chōngmǎn	brimming with; very full	5
断	斷	duàn	to break; decide; absolutely (usually negative)	5
抢	搶	qiǎng, qiāng	fight over; vie for; grab; rush | bump against	5
现实	現實	xiànshí	reality; actuality; practical	5
恢复	恢復	huīfù	reinstate; resume; recover	5
确认	確認	quèrèn	confirm; confirmation; verify	5
怀孕	懷孕	huáiyùn	become pregnant; have conceived	5
资料	資料	zīliào	data; material; resources; information	5
婚姻	婚姻	hūnyīn	marriage; matrimony; wedding	5
圈	圈	quān, juàn, juān	circle; ring; (mw for loops, orbits, etc.) | pen; sty | continue; to lock up	5
脑袋	腦袋	nǎodai	head; mental capability; brains	5
分手	分手	fēnshǒu	part company; break up	5
心理	心理	xīnlǐ	psychology; psychological; mental	5
项	項	xiàng	nape (of the neck); sum (of money); mw item	5
记忆	記憶	jìyì	memory; to remember	5
紧急	緊急	jǐnjí	urgent; pressing	5
接近	接近	jiējìn	near; be close to	5
吵	吵	chǎo	to quarrel; make noise	5
权利	權利	quánlì	right; privilege	5
冠军	冠軍	guànjūn	champion	5
教练	教練	jiàoliàn	(athlete's) coach; sports coach; instructor	5
随时	隨時	suíshí	at any time; whenever necessary	5
对方	對方	duìfāng	counterpart; the other party involved	5
敌人	敵人	dírén	enemy	5
背	背	bēi, bèi	carry on one's back; to bear | back; have one's back to; leave; recite	5
人物	人物	rénwù	figure; personage; character (in a play, story, etc.)	5
猪	豬	zhū	pig	5
感激	感激	gǎnjī	appreciate; feel grateful	5
嫁	嫁	jià	marry (a husband); take a husband	5
挑战	挑戰	tiǎozhàn	challenge	5
状态	狀態	zhuàngtài	state of affairs; condition; state	5
报道	報道	bàodào	to report; news report	5
参与	參與	cānyù	participate (in sth.); attach oneself to	5
彼此	彼此	bǐcǐ	each other; one another	5
到达	到達	dàodá	to reach; arrive	5
显示	顯示	xiǎnshì	display, illustrate, to show	5
立刻	立刻	lìkè	immediately; at once; right away	5
吐	吐	tǔ, tù	to spit | to vomit; throw up	5
取消	取消	qǔxiāo	cancel; cancellation; abolish	5
等待	等待	děngdài	to wait (for); expect	5
离婚	離婚	lí hūn	to divorce; divorced from (one's spouse)	5
尽力	盡力	jìn lì	do one's best; to strive as much as possible	5
庆祝	慶祝	qìngzhù	celebrate	5
假装	假裝	jiǎzhuāng	pretend to be; feign; make believe	5
吹	吹	chuī	to blow; to blast; to puff	5
在乎	在乎	zàihu	care about; be determined by; to mind	5
状况	狀況	zhuàngkuàng	condition; state; situation	5
心脏	心臟	xīnzàng	heart	5
似的	似的	shìde	seems as if; rather like	5
国王	國王	guówáng	king	5
项目	項目	xiàngmù	program; item; project	5
集中	集中	jízhōng	concentrate; to focus; amass	5
实话	實話	shíhuà	truth	5
表情	表情	biǎoqíng	(facial) expression; express one's feelings	5
冒险	冒險	màoxiǎn	take a risk; take chances	5
胜利	勝利	shènglì	victory; triumph	5
官	官	guān	an official; organ; governmental	5
期待	期待	qīdài	look forward to; await; expectation	5
保险	保險	bǎoxiǎn	insurance; insure; safe	5
单独	單獨	dāndú	alone	5
专家	專家	zhuānjiā	expert; specialist	5
赶快	趕快	gǎnkuài	at once; immediately	5
风格	風格	fēnggé	style	5
机器	機器	jīqì	machine	5
尽快	盡快	jǐnkuài	as quickly as possible	5
价值	價值	jiàzhí	value; worth	5
切	切	qiē, qiè	to cut; to chop | correspond to; absolutely; ardently	5
墙	牆	qiáng	wall	5
彻底	徹底	chèdǐ	thorough; complete; completely	5
翻	翻	fān	to turn over; capsize; translate	5
摆	擺	bǎi	to put (on); arrange; to sway; pendulum	5
请求	請求	qǐngqiú	to request; ask	5
命运	命運	mìngyùn	fate; destiny	5
特殊	特殊	tèshū	special; particular; extraordinary; unusual	5
老实	老實	lǎoshi	honest; sincere; naive; simpleminded	5
年代	年代	niándài	decade; era	5
士兵	士兵	shìbīng	soldier	5
以来	以來	yǐlái	since (a previous event)	5
屋子	屋子	wūzi	room; house	5
制造	制造	zhìzào	manufacture; make	5
退	退	tuì	to retreat; decline; withdraw	5
戒	戒	jiè	warn against; swear off	5
戒指	戒指	jièzhi	(finger) ring	5
洞	洞	dòng	cave; hole	5
作品	作品	zuòpǐn	works (of literature and art)	5
则	則	zé	standard; regulation; however; in that case	5
去世	去世	qùshì	pass away; die	5
规则	規則	guīzé	rule; law; regulation	5
说服	說服	shuō fú	persuade; convince	5
产生	產生	chǎnshēng	to produce; emerge; to cause	5
布	布	bù	cloth; announce; to spread	5
时代	時代	shídài	age; era; period	5
接触	接觸	jiēchù	come into contact with	5
卡车	卡車	kǎchē	truck	5
规矩	規矩	guīju	rule; custom	5
部门	部門	bùmén	department; branch; section	5
基本	基本	jīběn	basic; fundamental	5
分析	分析	fēnxī	analyze; analysis	5
地区	地區	dìqū	an area; a region; a district	5
导致	導致	dǎozhì	lead to; bring about; to cause	5
对待	對待	duìdài	to treat	5
主人	主人	zhǔrén	master; host; owner	5
宣布	宣布	xuānbù	announce; declare; proclaim	5
空间	空間	kōngjiān	space	5
油炸	油炸	yóuzhá	deep fry	5
念	念	niàn	read aloud; to study; to miss or think of somebody	5
想念	想念	xiǎngniàn	to miss; remember with longing; long to see again	5
程序	程序	chéngxù	procedure; sequence; program	5
炒	炒	chǎo	to stir-fry; saute	5
情绪	情緒	qíngxù	emotion; sentiment; mood; morale	5
创造	創造	chuàngzào	create; bring about; creativity	5
范围	范圍	fànwéi	scope; range; limits; extent	5
称	稱	chēng, chèn	weigh; to call; be called | appropriate	5
尽量	盡量	jǐnliàng	as much as possible; to the best of one's ability (jìn-: eat or drink to one's fill)	5
亲自	親自	qīnzì	personally	5
石头	石頭	shítou	stone; rock	5
顶	頂	dǐng	top; roof; carry on one's head; prop up; to butt; (mw for headwear, i.e. hats)	5
细节	細節	xìjié	details; particulars	5
道理	道理	dàolǐ	reason; sense; argument	5
运气	運氣	yùnqi	luck	5
喊	喊	hǎn	call; cry; shout	5
制作	制作	zhìzuò	make; manufacture	5
相处	相處	xiāngchǔ	get along; interact	5
度过	度過	dùguò	spend; to pass	5
奇迹	奇跡	qíjì	miracle; miraculous; marvel	5
媒体	媒體	méitǐ	(news) media; medium	5
赶紧	趕緊	gǎnjǐn	at once; hurriedly; lose no time	5
匹	匹	pǐ	ordinary person; (mw for horses, bolt of cloth)	5
建立	建立	jiànlì	establish; to construct; to set up	5
无所谓	無所謂	wúsuǒwèi	doesn't matter; be indifferent	5
表达	表達	biǎodá	to express; to voice; convey	5
一辈子	一輩子	yíbèizi	(for) a lifetime; all one's life	5
神秘	神秘	shénmì	mysterious; mystical	5
实现	實現	shíxiàn	achieve; to implement	5
政治	政治	zhèngzhì	politics	5
巨大	巨大	jùdà	immense; enormous; very large	5
对手	對手	duìshǒu	opponent; adversary; match	5
刺激	刺激	cìjī	exciting; provoke; irritate	5
凭	憑	píng	lean against; evidence; proof; no matter (what/how/etc.)	5
废话	廢話	fèihuà	nonsense; rubbish	5
掌握	掌握	zhǎngwò	to grasp; to master; to control	5
脖子	脖子	bózi	neck	5
玩具	玩具	wánjù	plaything; toy	5
满足	滿足	mǎnzú	satisfy; meet (the needs of)	5
传统	傳統	chuántǒng	tradition; traditional	5
重复	重復	chóngfù	to repeat; to duplicate	5
欣赏	欣賞	xīnshǎng	appreciate; enjoy; admire	5
和平	和平	hépíng	peace	5
支票	支票	zhīpiào	(bank) check	5
理论	理論	lǐlùn	theory	5
角度	角度	jiǎodù	angle; point of view	5
年纪	年紀	niánjì	age	5
观察	觀察	guānchá	observe; to watch; to survey	5
老鼠	老鼠	lǎoshǔ	rat; mouse	5
龙	龍	lóng	dragon (Kangxi radical 212)	5
盖	蓋	gài	lid; top; cover; to build	5
移动	移動	yídòng	to move	5
不断	不斷	búduàn	unceasing; uninterrupted; continuously	5
公主	公主	gōngzhǔ	princess	5
滑	滑	huá	slippery; cunning; crafty	5
摸	摸	mō	to touch; to stroke; fish out; feel out	5
思考	思考	sīkǎo	reflect on; ponder; consider	5
关闭	關閉	guānbì	close; shut	5
幻想	幻想	huànxiǎng	delusion; fantasy; illusion	5
甩	甩	shuǎi	to throw; to fling; to swing; cast off	5
伙伴	伙伴	huǒbàn	partner (for an activity); friend; pal	5
插	插	chā	to insert; stick in; pierce	5
达到	達到	dá dào	achieve; attain; to reach	5
总之	總之	zǒngzhī	in a word; in short; in brief / anyway; anyhow	5
亮	亮	liàng	bright; light; shiny	5
程度	程度	chéngdù	degree; extent; level	5
碎	碎	suì	broken; break into pieces	5
在于	在於	zàiyú	lie in; be in; rest with; depend on	5
教训	教訓	jiàoxun	lesson; teach someone or learn a lesson; a moral	5
权力	權力	quánlì	power; authority	5
稳定	穩定	wěndìng	stable; steady	5
尊敬	尊敬	zūnjìng	respect; revere	5
玻璃	玻璃	bōli	glass; nylon; plastic	5
数据	數據	shùjù	data; numbers; digital	5
坚强	堅強	jiānqiáng	strong; staunch	5
勇气	勇氣	yǒngqì	courage; valor	5
员工	員工	yuángōng	employee; staff; personnel	5
好奇	好奇	hàoqí	curious	5
了不起	了不起	liǎobuqǐ	incredible; extraordinary; great; amazing	5
砍	砍	kǎn	to chop; cut down	5
假设	假設	jiǎshè	suppose that; hypothesis; conjecture	5
土地	土地	tǔdì	land; territory; soil	5
借口	借口	jièkǒu	excuse	5
抱怨	抱怨	bàoyuàn	complain; grumble	5
承受	承受	chéngshòu	to bear; support; endure; sustain	5
时尚	時尚	shíshàng	fashion; fad	5
病毒	病毒	bìngdú	virus	5
设备	設備	shèbèi	equipment; facilities; installations	5
硬	硬	yìng	hard; stiff; obstinately	5
娶	娶	qǔ	marry (a wife); take a wife	5
过分	過分	guòfèn	excessive; overly	5
投资	投資	tóu zī	investment	5
对象	對象	duìxiàng	target; object; partner; boyfriend or girlfriend	5
一致	一致	yízhì	unanimous; identical (views or opinions); consistent	5
魅力	魅力	mèilì	charm; glamour; enchantment	5
实验	實驗	shíyàn	experiment; test	5
恋爱	戀愛	liàn'ài	romantic love; be in love; love affair	5
话题	話題	huàtí	subject (of a talk or conversation)	5
市场	市場	shìchǎng	market	5
团	團	tuán	round; ball; group; unite; dumpling; (mw for ball-like things)	5
建筑	建筑	jiànzhù	a building; to construct; architecture	5
王子	王子	wángzǐ	prince; son of a king	5
损失	損失	sǔnshī	loss (financial); lose	5
自豪	自豪	zìháo	(feel a sense of) pride	5
投入	投入	tóurù	put into operation; throw into; to invest	5
成熟	成熟	chéngshú	mature; ripe	5
表明	表明	biǎomíng	make clear; make known	5
幅	幅	fú	width of cloth; size; (mw for pictures, paintings, textiles)	5
骨头	骨頭	gǔtou	bone; moral character	5
工具	工具	gōngjù	tool; instrument; utensil	5
踩	踩	cǎi	step upon; to tread; to stamp	5
假如	假如	jiǎrú	if; supposing; in case	5
合同	合同	hétong	contract	5
争取	爭取	zhēngqǔ	fight for; compete for; strive	5
